# Original Entry By: Andrew Maitland
# Entry Date: Feb 2013

# COMMENT: Bite Secondary?
Adaro	SOURCEPAGE:p.7
Kunkarna the Dream Warrior
Mursha the Beastmaster
Otikaya the Spirit Archer
Prihasta, General Between Heaven and Hell
Ravana, The First and Last
Surpa the Avenger
Vibhishah the Seeker
Zabha the Desecrator
224
Illustration by Carolina Eade
Rakshasa, Dandasuka
This small creature looks like a well-dressed and jewelry-bedecked
fiendish gnome, its face mostly mouth and fangs.
DANDASUKA
	CR:5
	XP:1,600
	KIT:1|LE
	SIZE:S
	RACETYPE:Outsider
 (native, rakshasa, shapechanger)
	VISION:Darkvision (60')
Perception +9
DEFENSE
		BONUS:COMBAT|AC|
19, touch 16, flat-footed 14 (+4 Dex, +1 dodge, +3|TYPE=NaturalArmor, +1 size)
	MONSTERCLASS::
51 (6d10+18)
Fort +5, Ref +9, Will +6

	DR:5/good or piercing
	SR:20
OFFENSE
	MOVE:Walk,30,Climb,20 ft.

	NATURALATTACKS:,Natural.Melee.Weapon,*,
Bite +8 (1d6+1 plus bleed), 2 Claws +8 (1d4+1)

	Special Attacks:bleed 1d4, detect thoughts (DC 15), sneak
attack +1d6
Spell-Like Abilities (CL 5th
concentration +7)
1/day-clairaudience/clairvoyance
Spells Known (CL 2nd
concentration +4)
1st (7/day)-charm person (DC 13), ventriloquism (DC 13)
0 (at will)-bleed (DC 12), daze (DC 12), detect magic, ghost
sound (DC 12), mage hand
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 13, Dex 18, Con 16, Int 13, Wis 12, Cha 15
Base Atk +6
CMB +6
CMD 21
Feats Dodge, Mobility, Spring Attack
Skills Acrobatics +10, Bluff +15, Climb +10, Disguise +19,
Perception +9, Sense Motive +10, Sleight of
Hand +10, Stealth +17
Racial Modifiers
+4 Bluff, +8 Disguise
	AUTO:LANG|Common, Infernal,
Undercommon
SQ change shape (any humanoid
alter self )
ECOLOGY
Environment any
Organization solitary, pair, or murder (3-10)
Treasure standard
SPECIAL ABILITIES
Spells A dandasuka casts arcane spells as a 2nd-level sorcerer.
Dandasukas, also known as "Biters" among rakshasas,
serve as spies and assassins. They often appear as part of
a rakshasa's retinue or secret network. Born to manipulate
and murder, they revel in their work and delight in the sight
of blood. Thus, dandasukas go about their work cheerfully,
laughing as they manipulate foes and butcher victims.
All dandasukas are restless and energetic. They crave
activity and entertainment, preferring the sick and
cruel to conventional fare. Dandasuka pranks are rarely
amusing for the victim.
Monstrous hunger gnaws at the hyperactive dandasuka's
body, making the creature crave humanoid f lesh and
blood. When such blood is spilled, a dandasuka is often
not able to contain its fiendish appetite. It might lick a
bloody blade, lap up fallen drops, or even take a Bite out of
a fallen foe at the expense of a more tactically sound option
in a fight. A dandasuka settles for other meat when it must,
but it always prefers humanoid f lesh.
Murder and mayhem are not the only duties of a
dandasuka. Stronger rakshasas dispatch dandasukas
as emissaries and servants to allies. Despite their usual
disorderly habits, they bargain good-naturedly and in good
faith, only implying dire consequences for noncompliance.
Dandasuka negotiators efficiently take care of impasses if
no favorable resolution can be reached. Similarly, dandasuka
retainers serving rakshasa allies curb their fiendish ways as
best they can, though their employers would still do well to
keep them amused and fed. One has to be careful of keeping
dandasukas too pleased, however, since they are known to
take unwanted initiative because of off-hand remarks, such
as idle wishes that a certain person were dead.
Dandasuka greed extends from amusements and food to
wealth. All dandasukas love comfort, fine clothing, and shiny
baubles. Most of them wear as much jewelry as they possibly
can without looking ridiculous, and some cross that line. A
dandasuka is 3 feet tall and weighs 55 pounds.
225
Rakshasa-Rakshasa, Dandasuka
Rakshasa, Maharaja
Impeccably dressed and bedecked in exotic jewelry, this fiend
holds an ornate saber in its backward-facing hands.
MAHARAJA
	CR:20
	XP:307,200
	KIT:1|LE
	SIZE:M
	RACETYPE:Outsider
 (native, shapechanger)
Init +13
	VISION:all-around vision, Darkvision (60')
Perception +31
DEFENSE
		BONUS:COMBAT|AC|
37, touch 24, flat-footed 27 (+4 deflection, +9 Dex, +1 dodge,
+13|TYPE=NaturalArmor
	MONSTERCLASS::
310 (20d10+200)
Fort +16, Ref +21, Will +18

	DR:20/good and piercing
	SR:35
OFFENSE
	MOVE:Walk,40,Fly,30 ft. (good)

	NATURALATTACKS:,Natural.Melee.Weapon,*,
+3 falchion +31/+26/+21/+16 (2d4+15/15-20), 4 Bites +23
(1d6+4)

	Special Attacks:detect thoughts (DC 29), extra initiative
Spell-Like Abilities (CL 18th
concentration +27)
Constant-comprehend languages, tongues
At will-clairvoyance/clairaudience
1/day-dominate monster (DC 28)
Spells Known (CL 18th
concentration +27)
9th (4/day)-weird (DC 28)
8th (6/day)-greater shadow evocation, mind blank
7th (7/day)-greater shadow conjuration, mass invisibility,
spell turning
6th (7/day)-greater dispel magic, mass suggestion (DC 25),
true seeing
5th (8/day)-baleful polymorph (DC 24), feeblemind (DC 24),
mind fog (DC 24)
4th (8/day)-charm monster (DC 23), dimension door, lesser
globe of invulnerability, scrying
3rd (8/day)-dispel magic, nondetection, suggestion (DC 22),
vampiric touch (DC 22)
2nd (8/day)-darkness, knock, misdirection (DC 21), resist
energy, see invisibility
1st (9/day)-charm person (DC 20), identify, mage armor,
magic missile, ventriloquism (DC 20)
0 (at will)-arcane mark, bleed (DC 19), daze (DC 19), detect
magic, ghost sound, mage hand, message, prestidigitation,
read magic
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 27, Dex 28, Con 30, Int 25, Wis 22, Cha 29
Base Atk +20
CMB +28
CMD 52
Feats Combat CaSting, Combat Reflexes, Dodge, Hover,
Improved Critical (falchion), Improved Initiative, Mobility,
Quicken Spell, Silent Spell, Still Spell
Skills Acrobatics +27 (+31 when jumping), Appraise +25, Bluff +35,
Diplomacy +30, Disguise +30, Fly +31, Intimidate +30,
Knowledge (arcana, history, nobility, religion) +25,
Perception +31, Sense Motive +27, Spellcraft +25, Stealth +30;
Racial Modifiers +4 Bluff, +8 Disguise, +4 Perception
	AUTO:LANG|Abyssal, Common, Infernal, Undercommon;
comprehend languages, tongues
SQ change shape (any humanoid
alter self )
ECOLOGY
Environment any
Organization solitary
Treasure double (+3 falchion, other treasure)
SPECIAL ABILITIES
Extra Initiative (Su) When an encounter starts, a maharaja
rolls twice for initiative. The maharaja acts normally on
the higher of the two initiative counts each round. On
the lower initiative count, the maharaja can take a single
standard action.
Spells A maharaja casts arcane spells as an 18th-level sorcerer.
All rakshasas aspire to power, but there are those for
whom this hunger is more than an obsession: It's a
birthright. Legends among the rakshasas tell of the
maharajas-those rakshasas whose depredations and
acts of cruelty have elevated them above others of their
kind and allowed them to reincarnate as embodiments
of every myth, fable, and cautionary tale involving the
beast-headed fiends. Accorded the respect and deference
of their lessers, maharajas inspire one emotion within
the rakshasa race that few can: fear.
A maharaja rakshasa emerges only after a rakshasa
of great power and inf luence has spent several lives as
a member of the samrata, the height of the rakshasa's
social-spiritual caste system. When a rakshasa ascends
to maharaja status, others of its kind take notice, with
rakshasas coming from far and wide to serve even a young
maharaja-eager to curry its favor at an early age. The birth
of a maharaja denotes that great change is imminent: The
maharaja will fulfill some terrible destiny, found a laSting
nation of rakshasas, undergo some manner of divine
ascension, or defeat some greater foe and commandeer
its domain, often splitting the region into large enough
chunks for its lieutenants and servants to claim and still
have room to expand. It is rare in the extreme for more
than a handful of maharajas to emerge in the same century.
So great is a maharaja's power and inf luence and so
long is its life that one can spend most of its time enjoying
the luxury of its years of toil. When not manipulating
armies or the machinations of lesser rakshasas, it can
often be found surrounded by the most beautiful of its
servitors-often charmed or dominated humanoids,
or, if the maharaja is powerful enough, good-aligned
outsiders-lounging in opulence.
The lair of a maharaja is typically a glorious, decadent
mansion. After decades or centuries of work, gold filigree
decorates the columns, and great friezes embossed with
226
Illustration by Eva Widermann
rakshasa myths and folklore decorate the walls. Rather
than couches or divans, luxurious pillows stuffed with
exotic feathers and crafted from the hides of even rarer
creatures serve for furniture, and all about hang the
trophies of a centuries-long life of tyranny: the crowns of
defeated rulers, the wealth of ruined countries, and the
heads of failed lieutenants.
A maharaja's great experience and power, however, does
not make it immune to or ignorant of threats. Disloyal
servants, powerful kings, ambitious rivals, and meddling
adventurers all might step forth to challenge a maharaja's
rule. To that end, a maharaja employs devious methods to
ensure its own safety, with assassination, false rumors, and
illusory doubles serving as useful tools to ferret out threats.
Wary of attack and often with wide territories to control,
most rakshasa maharajas have several secluded palaces and
lavish redoubts, and travel among them endlessly.
RAKSHASA RAJADHIRAJAS
Each maharaja is unique, the process of its evolution
granting it strengths and weaknesses that differentiate
the being from all before it. Over its lifetimes, its path
teaches it myriad lessons and grants distinctive powers. A
typical maharaja is a master of divination, enchantment,
and illusion. Other maharajas master various other
techniques, such as necromancy or conjuration. As a
maharaja continues to grow in malignant might, its
powers outstrip those even of its peers. It might ultimately
ascend to the rank of rajadhiraja-a king of kings.
Even more so than the maharajas, the rajadhirajas
are unique beings. A rajadhiraja is never lower
than
	CR:21-most have additional racial Hit
Dice beyond the standard maharaja. Each
additional racial Hit Die granted increases the
rakshasa's
	CR:by +1, but also increases its effective sorcerer
caster level by +1 and grants a new spell-like ability that
follows that rakshasa's personal theme and philosophy. A
rajadhiraja that fancies itself a master of space and time
might gain the ability to use greater teleport three times per
day or the use of time stop once per day, while one who sees
itself as a master of forms might gain the ability to use
shapechange once per day or polymorph at will. A master of
combat might instead gain additional damaging spell-like
abilities. The type of new spell-like abilities the rakshasa
gains can be selected as needed-8th- and 9th-level spells
should be usable once per day, 5th- through 7th-level spells
usable three times per day, and spells lower than 5th level
at will, though even these guidelines can be adjusted as
you see fit to make a more intereSting rajadhiraja.
The cycle of reincarnation and the faint memories
it imparts provide rajadhirajas with the distinct power
to manipulate life and death according to this cycle.
A rajadhiraja can use its mastery of reincarnation to
alter these cycles for other creatures, and as a result, all
rajadhirajas gain the following special ability in addition
to their other powers.
Reincarnate (Su): Once per day as a standard action,
a rajadhiraja can bring a dead creature back to life as if
using the reincarnate spell, except that the target must
have been dead less than 1 day and can have been killed
by a death effect. As with any effect that restores life to a
creature, the reincarnating creature can choose not to be
reincarnated if it wishes, but if it does allow the effect to
happen, it returns to life at full capacity, as if restored via
true resurrection in a new form. Some rajadhirajas slay their
own allies in combat, then use this ability to in order to
allow the allies to continue the battle in a new body. The
new form granted by this effect can be any form within
one size category of the dead creature's original size-the
exact form of this new body is chosen by the rajadhiraja.
Use the results listed in the Core Rulebook for the reincarnate
spell as guidelines for determining the new body's physical
ability score adjustments.
227
Rakshasa, Maharaja
Rakshasa, Marai
This finely robed and nimble fiend has six colorful vipers in place
of arms, and a long, forked tongue in its fanged mouth.
MARAI
	CR:8
	XP:4,800
	KIT:1|LE
	SIZE:M
	RACETYPE:Outsider
 (native, rakshasa, shapechanger)
	VISION:Darkvision (60')
Perception +10
DEFENSE
		BONUS:COMBAT|AC|
21, touch 16, flat-footed 15 (+5 Dex, +1 dodge, +5|TYPE=NaturalArmor
	MONSTERCLASS::
94 (9d10+45)
Fort +8, Ref +11, Will +9

	DR:10/good and piercing
	SR:23
OFFENSE
	MOVE:Walk,40 ft.

	NATURALATTACKS:,Natural.Melee.Weapon,*,
7 Bites +14 (1d4+2 plus confusion)
Ranged 6 energy bolts +14 touch (1d8 plus special)

	Special Attacks:detect thoughts (DC 18), energy bolts
Spells Known (CL 5th
concentration +9)
2nd (5/day)-invisibility, scorching ray
1st (7/day)-charm person (DC 15), jump, mage armor,
magic missile
0 (at will)-bleed (DC 14), detect magic, ghost sound (DC 14),
mage hand, open/close, read magic
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 14, Dex 21, Con 20, Int 11, Wis 13, Cha 18
Base Atk +9
CMB +11
CMD 27
Feats Dodge, Iron Will, Silent Spell, Still Spell, Weapon Finesse
Skills Acrobatics +14 (+18 when jumping), Bluff +20, Climb +7,
Disguise +16, Knowledge (arcana) +8, Perception +10, Sense
Motive +12, Spellcraft +8
Racial Modifiers +4 Bluff, +8 Disguise
	AUTO:LANG|Common, Infernal, Undercommon
SQ change shape (any humanoid
alter self )
ECOLOGY
Environment any
Organization solitary, pair, cult (3-12)
Treasure standard
SPECIAL ABILITIES
Confusion (Su) A creature bitten by a marai's Bite (from
either its actual mouth or the snakes it has for hands) must
succeed at a DC 19 Will save or become confused for 1
round. The save DC is Constitution-based.
Energy Bolts (Ex) Once every 1d4 rounds as a standard action
that provokes an attack of opportunity, a marai's six snake
arms can each spit a bolt of energy to a maximum range
of 60 feet. Each bolt deals 1d8 points of damage and has
an additional effect if the target fails to resist it with a DC
19 Fortitude save, as summarized below. The save DC is
Constitution-based.
Amethyst Viper: Cold damage plus sickened for 1d4 rounds.
Crimson Viper: Fire damage plus burn (1d4, DC 19).
Emerald Viper: Acid damage plus nauseated for 1 round.
Magenta Viper: Electricity damage plus staggered for 1 round.
Turquoise Viper: Sonic damage plus stunned for 1 round.
Violet Viper: Force damage plus knocked prone.
Spells A marai casts arcane spells as a 5th-level sorcerer.
Marai are deviant spellcasters first and fiendish corruptors
second. If allowed to indulge in their desire for perverse
mystical study, most marai are content to serve as part
of another rakshasa's cabal. A solitary marai might pose
as a neophyte magician to infiltrate another spellcaster's
abode. If the marai is successful, the master soon becomes
either the servant or a corpse.
The possibility of new magical discoveries drives a
marai. Morality and compassion never constrain the
fiend's experiments. A marai prefers to torment and
exploit mortals who have no idea of the rakshasa's true
nature, and it takes great pleasure in using magical might
to bring would-be heroes,
especially those who
invade its lair, to their
knees. Such a game
offers a marai enjoyment,
however, only if subjects are unaware of the
danger or at least unable to oppose it.
A marai is 6 feet tall and weighs 160
pounds. Its serpentine arms render fine
manipulation or wielding weapons unfeasible,
and so it typically assumes humanoid form when
working on experiments that require manual dexterity. A
marai unable to do so must rely upon cantrips like
mage hand for such tasks-or perhaps
the aid of a slave or charmed ally.
228
Illustrations by Carolina Eade
Rakshasa, Raktavarna
What at first appears to be a bejeweled blade shimmers and
writhes, transforming into a hideous, red-eyed serpent.
RAKTAVARNA
	CR:2
	XP:600
	KIT:1|LE
	SIZE:T
	RACETYPE:Outsider
 (native, rakshasa, shapechanger)
	VISION:Darkvision (60')|detect magic
Perception +9
DEFENSE
		BONUS:COMBAT|AC|
17, touch 15, flat-footed 14 (+3 Dex, +2|TYPE=NaturalArmor, +2 size)
	MONSTERCLASS::
22 (3d10+6)
Fort +3, Ref +6, Will +4

	DR:5/good or piercing
	SR:17
OFFENSE
	MOVE:Walk,20,Climb,20,Swim,20 ft.

	NATURALATTACKS:,Natural.Melee.Weapon,*,
Bite +8 (1d4-2 plus poison)

	Special Attacks:detect thoughts (DC 13)
Spell-Like Abilities (CL 6th
concentration +8)
Constant-comprehend languages
1/day-charm person (DC 13), suggestion (DC 15)
1/week-commune (CL 12th, 6 questions)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 7, Dex 16, Con 15, Int 12, Wis 13, Cha 14
Base Atk +3
CMB +4
CMD 12 (can't be tripped)
Feats Alertness, Weapon Finesse
Skills Bluff +12, Climb +9, Disguise +16, Escape Artist +6,
Perception +9, Sense Motive +9, Stealth +17, Swim +6;
Racial Modifiers +4 Bluff, +8 Disguise
	AUTO:LANG|Common, Infernal, Undercommon;
comprehend languages
SQ change shape (Tiny living object), master's eyes
ECOLOGY
Environment any
Organization solitary, pair, or rack (3-10)
Treasure standard
SPECIAL ABILITIES
Change Shape (Su) As a full-round action, a raktavarna can
take the shape of a handheld object, most often an
ornamental light, a one-handed weapon, or a piece
of treasure. If the rakshasa remains stationary
in such a form, it can attempt Stealth checks
even while being observed. It can remain
motionless in object form indefinitely, but
reverts to its true form as soon as it takes
any action.
Master's Eyes (Su) A raktavarna can
designate a single creature as its master
as a standard action. If the raktavarna
is a spellcaster's familiar, its master is
automatically that spellcaster, and the
raktavarna cannot change this. As a fullround
action, a raktavarna's master can observe
the world as if looking through the raktavarna's eyes. The
master must concentrate to maintain this link each round.
The master's visual senses are suppressed for this time, and
he uses the raktavarna's darkvision, detect magic, and regular
eyesight to observe the world. This ability has no limit on
range, and functions even across planar boundaries. If the
raktavarna is slain while its master is using this ability, the
master is stunned for 1d4 rounds (no save).
Poison (Su) Bite-injury
save Fort DC 13
frequency 1/round
for 6 rounds
effect 1d2 Wis plus modify memory
cure 1 save.
Each time a victim takes Wisdom damage from this poison, a
modify memory effect causes the victim to forget the previous
minute's interactions with the raktavarna, as long as the
raktavarna is no longer visible or is in object form. The save
DC is Constitution-based.
Made up of smoke, blood, and gold, raktavarnas are the
least of the rakshasas-they are born not from humanoids,
but from the souls of rakshasas who failed utterly in their
previous incarnation and who are thus reborn from a
serpent's egg.
These terrors drift through society, passing from hand
to hand as weapons or strange tokens from foreign lands,
curiosities brought home by traders and emissaries and
given to leaders as tribute. In this manner the raktavarnas
gain entry into corridors of power throughout the world,
and what they see, their foul masters know. A raktavarna's
servitude to a master ends only when its master decrees,
or (more commonly) upon the master's death. Little
disconcerts raktavarnas more than having no master,
and when they are cast adrift in this manner, they seek a
replacement as soon as they can.
A 7th-level lawful evil spellcaster with
the Improved Familiar feat can gain a
raktavarna rakshasa as a familiar.
229
Rakshasa, Marai-Rakshasa, Raktavarna
Rakshasa, Tataka
This towering, blue-skinned woman has backward-facing hands
and a feral, animal-like visage with exaggerated features.
TATAKA
	CR:15
	XP:51,200
	KIT:1|LE
	SIZE:L
	RACETYPE:Outsider
 (native, rakshasa, shapechanger)
	VISION:Darkvision (60')|scent, true seeing
Perception +19
DEFENSE
		BONUS:COMBAT|AC|
28, touch 13, flat-footed 24 (+3 Dex, +1 dodge, +15|TYPE=NaturalArmor,
-1 size)
	MONSTERCLASS::
225 (18d10+126)
Fort +18, Ref +9, Will +12

	DR:15/good and piercing
	SR:30
OFFENSE
	MOVE:Walk,40 ft.
air walk

	NATURALATTACKS:,Natural.Melee.Weapon,*,
unarmed strike +24/+19/+14/+9 (2d6+7/19-20),
Bite +19 (1d8+3)
	FACE:10
	REACH:10

	Special Attacks:detect thoughts (DC 24), martial artist
Spell-Like Abilities (CL 15th
concentration +20)
Constant-air walk, true seeing
Spells Known (CL 12th
concentration +17)
6th (3/day)-heal
5th (6/day)-flame strike (DC 20), telekinesis (DC 20)
4th (7/day)-charm monster (DC 19), dimension door,
freedom of movement
3rd (7/day)-dispel magic, fireball (DC 18), haste, rage
2nd (7/day)-acid arrow, cure moderate wounds, death
knell (DC 17), invisibility, misdirection
1st (8/day)-command (DC 16), mage armor, magic missile,
ray of enfeeblement (DC 16), shield of faith
0 (at will)-acid splash, bleed (DC 15), light, mage hand,
mending, message, open/close, prestidigitation, read magic
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 24, Dex 16, Con 25, Int 13, Wis 13, Cha 20
Base Atk +18
CMB +26
CMD 40
Feats Cleave, Combat Reflexes, Critical Focus, Dodge, Great
Cleave, Improved Critical (unarmed strike), Improved Vital
Strike, Power Attack, Vital Strike
Skills Acrobatics +18 (+22 when jumping), Bluff +23, Climb +17,
Disguise +26, Intimidate +23, Knowledge (religion) +10,
Perception +19, Sense Motive +19, Survival +16, Swim +18;
Racial Modifiers +4 Bluff, +8 Disguise
	AUTO:LANG|Common, Infernal, Undercommon
SQ change shape (any humanoid
alter self or giant form I)
ECOLOGY
Environment any
Organization solitary, pair, patrol (3-6)
Treasure standard
SPECIAL ABILITIES
Martial Artist (Su) A tataka's unarmed strikes deal 2d6 points
of damage. If a tataka gains monk levels, it uses its tataka
unarmed strike damage or its monk unarmed strike damage,
whichever is higher. Its unarmed strikes function as lawful
and evil weapons for overcoming damage reduction.
Spells A tataka casts spells as a 12th-level sorcerer. A tataka
can cast spells from the cleric list as well as those normally
available to a sorcerer. Cleric spells are considered arcane
spells for a tataka.
Tataka rakshasas are the least subtle and largest of their
kind. They are philosophers and fanatics, loyal servants of
the rakshasa immortals. Their familiarity with religion
and its trappings makes them excellent corruptors and
blasphemers. Such rakshasas might assault sacred sites
or rituals directly so as to foil good works and slay holy
people. A tataka holds all religions in contempt save the
worship of rakshasas, and it openly mocks and assaults
any who dare believe otherwise.
Tataka rakshasas are more than zealots, though, and
they train from an early age in martial arts-their strikes
can break bones as surely as any unarmed strike from
a monk or other practitioner of such
styles of combat.
A typical tataka is 12 feet tall and
weighs 1,300 pounds.
230
Illustration by Carolina Eade
Ratfolk
This small, ratlike humanoid has a twitching, whiskered snout,
pointed ears, and a long, leathery tail.
RATFOLK
	CR:1/3
	XP:135
Ratfolk expert 1
	KIT:1|TN
	SIZE:S
	humanoid (ratfolk)
	VISION:Darkvision (60')
Perception +9
DEFENSE
		BONUS:COMBAT|AC|
15, touch 13, flat-footed 13 (+2 armor, +2 Dex, +1 size)
	MONSTERCLASS::
8 (1d8)
Fort +0, Ref +2, Will +2
OFFENSE
	MOVE:Walk,20 ft.

	NATURALATTACKS:,Natural.Melee.Weapon,*,
dagger -1 (1d3-2/19-20)
Ranged light crossbow +3 (1d6/19-20)

	Special Attacks:swarming
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 6, Dex 15, Con 11, Int 14, Wis 10, Cha 9
Base Atk +0
CMB -3
CMD 9
Feats Skill Focus (Perception)
Skills Appraise +6, Craft (alchemy) +8, Diplomacy +3, Disable
Device +6, Handle Animal +3 (+7 with rodents), Perception +9,
Sense Motive +4, Survival +4, Use Magic Device +11
Racial
Modifiers +2 Craft (alchemy), +4 Handle Animal to influence
rodents, +2 Perception, +2 Use Magic Device
	AUTO:LANG|Common
ECOLOGY
Environment warm deserts or urban
Organization solitary, pair, pack (3-12), or colony (13-100)
Treasure NPC gear (leather armor, light crossbow with 20 bolts,
dagger, other treasure)
SPECIAL ABILITIES
Swarming (Ex) Ratfolk are used to living and fighting communally,
and are adept at swarming foes for their own gain and their
foes' detriment. Up to two ratfolk can share the same square at
the same time. If two ratfolk in the same square attack
the same foe, they are considered to be flanking that
foe as if they were in two opposite squares.
Ratfolk are small, rodentlike humanoids
often found traveling in nomadic trading
caravans or perhaps dwelling in colonies
in slums, sewers, and other normally
undesirable urban sectors. Tinkerers
and hoarders by nature, many ratfolk
are shrewd merchants, carefully
navigating the shifting alliances
of black markets and bazaars.
They love their stockpiles of
intereSting items far more
than money, and would rather trade for more baubles to
add to their hoards than for mere coins.
Ratfolk are extremely communal, and live in large
warrens with plenty of hidden crannies in which to stash
their hoards or f lee in times of danger, gravitating toward
subterranean tunnels or tightly packed tenements in
city ghettos. They feel an intense bond with their large
families and kin networks, as well as with ordinary
rodents of all sorts, living in chaotic harmony and
fighting fiercely to defend each other when threatened.
Ratfolk are generally 4 feet tall and weigh 80 pounds. They
often wear robes to conceal their forms in cities, as they know
other humanoids find their rodent features distasteful.
RATFOLK CHARACTERS
Ratfolk are defined by their class levels-they do not possess
racial Hit Dice. All ratfolk have the following racial traits.
-2 Strength, +2 Dexterity, +2 Intelligence: Ratfolk are
agile and clever, yet physically weak.
Small: Ratfolk are
	SIZE:S
	and gain a +1 size bonus to their
AC, a +1 size bonus on attack rolls, a -1 penalty on CMB
and to CMD, and a +4 size bonus on Stealth checks.
Darkvision: Ratfolk can see in the dark up to 60 feet.
Tinker: Ratfolk gain a +2 bonus on Craft (alchemy),
Perception, and Use Magic Device checks.
Rodent Empathy: Ratfolk gain a +4 bonus on Handle
Animal checks made to inf luence rodents.
Swarming: See above.
Languages: Ratfolk begin play speaking Common.
Ratfolk with high intelligence can choose from any of
the following bonus languages: Aklo, Draconic, Dwarven,
Gnoll, Gnome, Goblin, Half ling, Orc, and Undercommon.
231
Illustration by Scott Purdy
Rakshasa, Tataka-Ratfolk
Rusalka
This beguiling female figure is partly obscured by long f lowing
hair that dances and f lows around her as if she were underwater.
RUSALKA
	CR:12
	XP:19,200
	KIT:1|NE
	SIZE:M
	fey	RACESUBTYPE:Aquatic
	
Init +10
	VISION:Low-Light Vision
Perception +22
DEFENSE
		BONUS:COMBAT|AC|
25, touch 17, flat-footed 18 (+6 Dex, +1 dodge, +8|TYPE=NaturalArmor
	MONSTERCLASS::
150 (20d6+80)
Fort +12, Ref +18, Will +15

	DR:15/cold iron
Immune fire
	SR:23
OFFENSE
	MOVE:Walk,30,Swim,60 ft.

	NATURALATTACKS:,Natural.Melee.Weapon,*,
staggering touch +16 (stagger), 4 tresses +16 (2d6+5
plus grab)
	FACE:5
	REACH:5 (15 ft. with tresses)

	Special Attacks:beckoning call, constrict (2d6+7), tresses
Spell-Like Abilities (CL 20th
concentration +27)
Constant-blur, water walk
At will-entangle (DC 18), fog cloud, invisibility
3/day-quickened charm monster (DC 21), control water
1/day-summon nature's ally VI (water elementals only)
STATISTICS
	BONUS:STAT|STR|0
	BONUS:STAT|DEX|0
	BONUS:STAT|CON|0
	BONUS:STAT|INT|0
	BONUS:STAT|WIS|0
	BONUS:STAT|CHA|0
	ABILITY:Internal|AUTOMATIC|Default Traits ~ 
Str 20, Dex 23, Con 19, Int 12, Wis 13, Cha 24
Base Atk +10
CMB +16 (+20 when using tresses)
CMD 32
Feats Agile Maneuvers, Combat Reflexes, Dodge, Great
Fortitude, Improved Initiative, Iron Will, Quicken Spell-Like
Ability (charm monster), Skill Focus (Perception), Skill Focus
(Stealth), Weapon Finesse
Skills Acrobatics +14, Bluff +24, Diplomacy +15, Escape
Artist +18, Knowledge (arcana) +6, Knowledge (nature) +18,
Perception +22, Perform (dance) +14, Perform (sing) +27,
Sense Motive +15, Spellcraft +18, Stealth +27, Swim +31
	AUTO:LANG|Common, Sylvan
SQ amphibious
ECOLOGY
Environment any water
Organization solitary, pair, or eddy (3-6)
Treasure standard
SPECIAL ABILITIES
Beckoning Call (Su) As a standard action, a rusalka can sing
or speak, causing all non-fey creatures within a 300-foot
spread to approach its position as if compelled to do so
via a suggestion spell (DC 27 Will negates). A creature that
successfully saves is not subject to the same rusalka's
beckoning call for 24 hours. When an affected creature begins
its turn adjacent to the rusalka, it is dazed for that round.
These effects continue as long as the rusalka takes a standard
action to maintain the effect, plus 1 additional round. This is
a mind-affecting effect. The save DC is Charisma-based.
Staggering Touch (Su) A creature touched by a rusalka must
make a DC 27 Fortitude save or be staggered for 1 round by
overwhelming feelings of desire and shame. This is a mindaffecting
effect. The save DC is Charisma-based.
Tresses (Su) A rusalka's long hair is strong and capable of
making powerful primary natural attacks. When it uses its
tresses to grapple an opponent, a rusalka does not gain
the grappled condition itself. In addition, a rusalka uses its
Charisma modifier in addition to its Strength modifier for all
combat maneuver checks made with its tresses.
Rusalkas are cruel and bitter fey who inhabit waterways near
humanoid settlements. Although rusalkas are not undead,
some persist in believing that these fey form from the
