# CVS $Revision$ $Author$ -- Tue Sep  4 07:13:30 2012 -- reformated by prettylst.pl v1.39 (build 15052)
# All Material Used from this Web Site - http://www.d20pfsrd.com/classes/core-classes/wizard/archetypes/paizo---wizard-archetypes/spellslinger
# ORIGINAL ENTRY: Andrew Maitland (LegacyKing)
# ORIGINAL ENTRY DATE: 2012-02-03

###Block: Alchemist ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ability Name			Unique Key							Category of Ability		Type							Description																																																																																																																																											Source Page
BEASTMORPH				KEY:Alchemist Archetype ~ BEASTMORPH		CATEGORY:Archetype		TYPE:Archetype.AlchemistArchetype.AlchemistSwiftAlchemy.AlchemistPoisonResistance.AlchemistPoisonResistance4.AlchemistPoisonResistance6.AlchemistPoisonImmunity.AlchemistPersistentMutagen		PRECLASS:1,Alchemist=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Alchemist Archetype ~ BEASTMORPH],[!PREABILITY:1,CATEGORY=Archetype,TYPE.AlchemistSwiftAlchemy,TYPE.AlchemistPoisonResistance,TYPE.AlchemistPoisonResistance4,TYPE.AlchemistPoisonResistance6,TYPE.AlchemistPoisonImmunity,TYPE.AlchemistPersistentMutagen]	DESC:Beastmorphs study the anatomy of monsters, learning how they achieve their strange powers. They use their knowledge to duplicate these abilities, but at the cost of taking on inhuman shapes when they use mutagens.																																																																																																								SOURCEPAGE:p.24	ABILITY:Special Ability|AUTOMATIC|Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=3	ABILITY:Special Ability|AUTOMATIC|Improved Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=6	ABILITY:Special Ability|AUTOMATIC|Greater Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=10	ABILITY:Special Ability|AUTOMATIC|Grand Beastform Mutagen ~ Alchemist|PRECLASS:1,Alchemist=14	ABILITY:Special Ability|AUTOMATIC|Discoveries ~ Alchemist
#
Clever Wrestler				KEY:Clever Wrestler ~ Unarmed Fighter		CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																												DESC:You take no penalties to Dexterity or on attack rolls while grappled, and retains your Dexterity bonus to AC while pinning an opponent. You can make attacks of opportunity even when grappled and even against creatures attempting to grapple you if the opponent has the Improved Grapple feat or the grab ability.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					SOURCEPAGE:p.48
Trick Throw					KEY:Trick Throw ~ Unarmed Fighter			CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																												DESC:When you successfully trip an opponent with an unarmed attack, you can attempt a dirty trick combat maneuver against that creature (before the opponent becomes prone) as an immediate action that does not provoke attacks of opportunity.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	SOURCEPAGE:p.48
Takedown					KEY:Takedown ~ Unarmed Fighter			CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																												DESC:If you succeed on a drag maneuver, you can attempt a trip maneuver against the same target as a swift action that does not provoke attacks of opportunity. At 15th level, you may do so after a successful grapple check.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				SOURCEPAGE:p.48
Eye Gouge					KEY:Eye Gouge ~ Unarmed Fighter			CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																												DESC:If you confirm a critical hit with his unarmed strike or begin your turn grappled, you may attempt a dirty trick maneuver to blind his target as a swift action that does not provoke attacks of opportunity. A target more than one size category larger is unaffected.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													SOURCEPAGE:p.48
Sucker Punch				KEY:Sucker Punch ~ Unarmed Fighter			CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																												DESC:When you strike a creature that is denied its Dexterity bonus to AC, or that you have successfully pinned with a grapple check, you can attempt a dirty trick or trip combat maneuver against that target as a swift action.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				SOURCEPAGE:p.48
Sheer Toughness				KEY:Sheer Toughness ~ Unarmed Fighter		CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																												DESC:You become immune to nonlethal damage and the exhausted, fatigued, and staggered conditions.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									SOURCEPAGE:p.48
Weapon Mastery				KEY:Weapon Mastery ~ Unarmed Fighter		CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																												DESC:Any attacks made a unarmed strikes automatically confirm all critical threats and have their damage multiplier increased by 1.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														BONUS:WEAPONPROF=Unarmed Strike|CRITMULTADD|1															SOURCEPAGE:p.48

# Unarmed Fighter Styles
Boar Style													CATEGORY:Special Ability	TYPE:UnarmedFighterStyle																															VISIBLE:DISPLAY					!PREFEAT:1,Boar Style																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VFEAT:Boar Style																																																																																																																																																																																																																																																																																																																																																																																																																						SOURCEPAGE:p.48
Crane Style													CATEGORY:Special Ability	TYPE:UnarmedFighterStyle																															VISIBLE:DISPLAY					!PREFEAT:1,Crane Style																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VFEAT:Crane Style																																																																																																																																																																																																																																																																																																																																																																																																																						SOURCEPAGE:p.48
Djinni Style												CATEGORY:Special Ability	TYPE:UnarmedFighterStyle																															VISIBLE:DISPLAY					!PREFEAT:1,Djinni Style																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VFEAT:Djinni Style																																																																																																																																																																																																																																																																																																																																																																																																																					SOURCEPAGE:p.48
Dragon Style												CATEGORY:Special Ability	TYPE:UnarmedFighterStyle																															VISIBLE:DISPLAY					!PREFEAT:1,Dragon Style																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VFEAT:Dragon Style																																																																																																																																																																																																																																																																																																																																																																																																																					SOURCEPAGE:p.48
Earth Child Style												CATEGORY:Special Ability	TYPE:UnarmedFighterStyle																															VISIBLE:DISPLAY					!PREFEAT:1,Earth Child Style																																																																																																																																																																																																																																																																																																																																																																																																																																																																		VFEAT:Earth Child Style																																																																																																																																																																																																																																																																																																																																																																																																																					SOURCEPAGE:p.48
Efreeti Style												CATEGORY:Special Ability	TYPE:UnarmedFighterStyle																															VISIBLE:DISPLAY					!PREFEAT:1,Efreeti Style																																																																																																																																																																																																																																																																																																																																																																																																																																																																		VFEAT:Efreeti Style																																																																																																																																																																																																																																																																																																																																																																																																																					SOURCEPAGE:p.48
Janni Style													CATEGORY:Special Ability	TYPE:UnarmedFighterStyle																															VISIBLE:DISPLAY					!PREFEAT:1,Janni Style																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VFEAT:Janni Style																																																																																																																																																																																																																																																																																																																																																																																																																						SOURCEPAGE:p.48
Kirin Style													CATEGORY:Special Ability	TYPE:UnarmedFighterStyle																															VISIBLE:DISPLAY					!PREFEAT:1,Kirin Style																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VFEAT:Kirin Style																																																																																																																																																																																																																																																																																																																																																																																																																						SOURCEPAGE:p.48
Mantis Style												CATEGORY:Special Ability	TYPE:UnarmedFighterStyle																															VISIBLE:DISPLAY					!PREFEAT:1,Mantis Style																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VFEAT:Mantis Style																																																																																																																																																																																																																																																																																																																																																																																																																					SOURCEPAGE:p.48
Marid Style													CATEGORY:Special Ability	TYPE:UnarmedFighterStyle																															VISIBLE:DISPLAY					!PREFEAT:1,Marid Style																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VFEAT:Marid Style																																																																																																																																																																																																																																																																																																																																																																																																																						SOURCEPAGE:p.48
Monkey Style												CATEGORY:Special Ability	TYPE:UnarmedFighterStyle																															VISIBLE:DISPLAY					!PREFEAT:1,Monkey Style																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VFEAT:Monkey Style																																																																																																																																																																																																																																																																																																																																																																																																																					SOURCEPAGE:p.48
Panther Style												CATEGORY:Special Ability	TYPE:UnarmedFighterStyle																															VISIBLE:DISPLAY					!PREFEAT:1,Panther Style																																																																																																																																																																																																																																																																																																																																																																																																																																																																		VFEAT:Panther Style																																																																																																																																																																																																																																																																																																																																																																																																																					SOURCEPAGE:p.48
Shaitan Style												CATEGORY:Special Ability	TYPE:UnarmedFighterStyle																															VISIBLE:DISPLAY					!PREFEAT:1,Shaitan Style																																																																																																																																																																																																																																																																																																																																																																																																																																																																		VFEAT:Shaitan Style																																																																																																																																																																																																																																																																																																																																																																																																																					SOURCEPAGE:p.48
Snake Style													CATEGORY:Special Ability	TYPE:UnarmedFighterStyle																															VISIBLE:DISPLAY					!PREFEAT:1,Snake Style																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VFEAT:Snake Style																																																																																																																																																																																																																																																																																																																																																																																																																						SOURCEPAGE:p.48
Snapping Turtle Style											CATEGORY:Special Ability	TYPE:UnarmedFighterStyle																															VISIBLE:DISPLAY					!PREFEAT:1,Snapping Turtle Style																																																																																																																																																																																																																																																																																																																																																																																																																																																																	VFEAT:Snapping Turtle Style																																																																																																																																																																																																																																																																																																																																																																																																																				SOURCEPAGE:p.48
Tiger Style													CATEGORY:Special Ability	TYPE:UnarmedFighterStyle																															VISIBLE:DISPLAY					!PREFEAT:1,Tiger Style																																																																																																																																																																																																																																																																																																																																																																																																																																																																			VFEAT:Tiger Style																																																																																																																																																																																																																																																																																																																																																																																																																						SOURCEPAGE:p.48

###Block:Wizard Archetype ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

# Ability Name		Unique Key						Category of Ability		Type										Description																																																																																																																																									Source Page
ARCANE BOMBER		KEY:Wizard Archetype ~ ARCANE BOMBER	CATEGORY:Archetype		TYPE:Archetype.WizardArchetype.WizardArcaneBond.WizardArcaneSchool	PRECLASS:1,Wizard=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Wizard Archetype ~ ARCANE BOMBER],[!PREABILITY:1,CATEGORY=Archetype,TYPE.WizardArcaneBond,TYPE.WizardArcaneSchool]	DESC:To many wizards, the experimentation of the alchemist seems quaint, if not dangerous or frightening. A few wizards take up the secrets of the bomb, however, fusing alchemy with their already considerable magical power.																																																																																																					SOURCEPAGE:p.74	ABILITY:Special Ability|AUTOMATIC|Bomb ~ ARCANE BOMBER|PRECLASS:1,Wizard=1	ABILITY:Special Ability|AUTOMATIC|Spellblast Bombs ~ ARCANE BOMBER|PRECLASS:1,Wizard=1	ABILITY:Special Ability|AUTOMATIC|School of the Bomb ~ ARCANE BOMBER|PRECLASS:1,Wizard=1
#		
Bomb				KEY:Bomb ~ ARCANE BOMBER			CATEGORY:Special Ability	TYPE:Supernatural.Archetype.WizardArchetype	DESC:At 1st level, the arcane bomber gains an ability nearly identical to the alchemist's bomb ability (Advanced Player's Guide 28). Unlike the alchemist, at 1st level, the arcane bomber chooses one type of energy from the following list: acid, cold, fire, and electricity. He can throw bombs of that type, but cannot modify them with discoveries. This ability stacks with the alchemist bomb ability to determine the level of bomb damage, but an arcane bomber that becomes an alchemist does not gain that class's bomb ability, nor does an alchemist that becomes an arcane bomber gain this bomb ability. This ability replaces arcane bond.																																SOURCEPAGE:p.74
Spellblast Bombs		KEY:Spellblast Bombs ~ ARCANE BOMBER	CATEGORY:Special Ability	TYPE:Supernatural.Archetype.WizardArchetype	DESC:At 1st level, as a swift action, an arcane bomber can sacrifice one of his spells to empower the next bomb he throws during his turn. When he does, he gains a bonus to hit with the next bomb he throws before the end of his turn equal to the level of the spell he sacrificed, and a bonus to damage equal to twice the level of the spell. This ability replaces cantrips, but the arcana bomber gains the detect magic and read magic cantrips and places them in his spellbook. He can cast either of these as 1st-level spells.																																																			SOURCEPAGE:p.74
School of the Bomb	KEY:School of the Bomb ~ ARCANE BOMBER	CATEGORY:Special Ability	TYPE:Archetype.WizardArchetype				DESC:The creation and use of bombs is often so engrossing or intellectually taxing that an arcane bomber forsakes four schools of magic. These opposition schools are chosen at 1st level and cannot be changed later. An arcane bomber who prepares spells from his opposition school must use two spell slots of that level to prepare the spell. In addition, the arcane bomber takes a -4 penalty on any skill checks made when crafting a magic item that has a spell from one of his opposition schools. This ability replaces arcane school.																																																		SOURCEPAGE:p.74

SIEGE MAGE			KEY:Wizard Archetype ~ SIEGE MAGE		CATEGORY:Archetype		TYPE:Archetype.WizardArchetype.WizardScribeScroll.WizardArcaneSchool	PRECLASS:1,Wizard=1	PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Wizard Archetype ~ SIEGE MAGE],[!PREABILITY:1,CATEGORY=Archetype,TYPE.WizardScribeScroll,TYPE.WizardArcaneSchool]	DESC:The siege mage combines his arcane mastery with a supernatural link to siege engines.																																																																																																																											SOURCEPAGE:p.74	ABILITY:Special Ability|AUTOMATIC|Siege Engineer ~ SIEGE MAGE|PRECLASS:1,Wizard=1	ABILITY:Special Ability|AUTOMATIC|Siege Engine Bond ~ SIEGE MAGE|PRECLASS:1,Wizard=1	ABILITY:Special Ability|AUTOMATIC|Empower Siege Engine ~ SIEGE MAGE|PRECLASS:1,Wizard=1	ABILITY:Special Ability|AUTOMATIC|Siege School ~ SIEGE MAGE|PRECLASS:1,Wizard=1
#		
Siege Engineer		KEY:Siege Engineer ~ SIEGE MAGE		CATEGORY:Special Ability	TYPE:Archetype.WizardArchetype				DESC:At 1st level, the siege mage gains Siege Engineer (see page 118) as a bonus feat, even though he does not meet the prerequisites for that feat. This ability replaces scribe scroll.																																																																																																												SOURCEPAGE:p.74
Siege Engine Bond		KEY:Siege Engine Bond ~ SIEGE MAGE		CATEGORY:Special Ability	TYPE:Supernatural.Archetype.WizardArchetype	DESC:At 1st level, a siege mage can bond with a single siege engine within 30 feet and line of sight as a standard action. He can utilize the power of this link to aim and fire the siege engine remotely (as long as he's within 30 feet), though it still requires a crew to reload the siege engine. At 10th level, he can reload, aim, and fire the siege engine purely by the power of this link, and no longer needs a crew to control the siege engine. It still takes the normal required amount of time and actions to control a siege engine in this manner. This ability replaces arcane bond. The siege mage can end this bond with a free action. A siege mage can bond with a siege engine in this manner a number of times per day equal to his Intelligence modifier (minimum 1) but can only be bonded with one siege engine at a time.	SOURCEPAGE:p.74
Empower Siege Engine	KEY:Empower Siege Engine ~ SIEGE MAGE	CATEGORY:Special Ability	TYPE:Supernatural.Archetype.WizardArchetype	DESC:As a swift action, a siege mage can sacrifice one of his spells to empower the next attack he makes before the end of his turn with a siege engine he is bonded with. When he does, the siege engine attack gains a bonus on its attack roll or targeting roll equal to the level of the spell he sacrificed, and a bonus to damage equal to 3 ? the level of the spell. This ability replaces cantrips, but the siege mage gains the detect magic and read magic cantrips and places them in his spellbook. He can cast either of these as 1st-level spells.																																															SOURCEPAGE:p.74
Siege School		KEY:Siege School ~ SIEGE MAGE			CATEGORY:Special Ability	TYPE:Archetype.WizardArchetype				DESC:The strange rituals needed to empower all forms of siege engines takes a level of dedication and perseverance that limits a wizard's time to unlock other arcane mysteries. At 1st level, the siege mage forsakes three schools of magic. Once chosen, these opposition schools cannot be changed. A siege mage who prepares spells from his opposition school must use two spell slots of that level to prepare the spell. In addition, the siege mage takes a -4 penalty on any skill checks made when crafting a magic item that has a spell from one of his opposition schools. This ability replaces arcane school.																																						SOURCEPAGE:p.74

#<SPELLSLINGER COMPLETED>

# Ability Name				Unique Key							Category of Ability		Type																																			Visible		Required Class		Prohibited Feat				Multiple Requirements																																																					Define						Description																																																																																																																																																																																																																																																																																																																																																																												Stackable?	Multiple?	Choose					Automatically Gained Feat						Virtual Feat			Ability																																																																																																																																																																												Bonus to Ability Pool																					Combat bonus																	Add domain number		Bonus to skill												Modify VAR																																																																																																																																																		Weapon prof. bonus													Class Skill			Cost		Source Page					List of Known Class Spells by Level				List of Class Spells by Level
Spellslinger				KEY:Wizard Archetype ~ Spellslinger			CATEGORY:Archetype		TYPE:Archetype.WizardArchetype.WizardArcaneBond.WizardScribeScroll.WizardCantrips.WizardArcaneSchool																						PRECLASS:1,Wizard=1							PREMULT:1,[PREABILITY:1,CATEGORY=Archetype,Wizard Archetype ~ Spellslinger],[!PREABILITY:1,CATEGORY=Archetype,TYPE.WizardArcaneBond,TYPE.WizardScribeScroll,TYPE.WizardCantrips,TYPE.WizardArcaneSchool]																														DESC:While few contest the seductive allure of commanding arcane and occult powers, there are those wizards who become obsessed with the natural mysteries of black powder. Combining this emerging technology with their considerable arcane skills, they transform firearms into a powerful focus.																																																																																																																																																																																																																																																																																																																																																						ABILITY:Special Ability|AUTOMATIC|Arcane Gun ~ Spellslinger|Gunsmith ~ Spellslinger|Mage Bullets ~ Spellslinger|School of the Gun ~ Spellslinger|PRECLASS:1,Wizard=1																																																																																																																																																																																																																																																																																																																																																																																						COST:0	SOURCEPAGE:p.74

# Spellslinger Abilities
Arcane Gun					KEY:Arcane Gun ~ Spellslinger				CATEGORY:Special Ability																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			BONUS:ABILITYPOOL|Spellslinger Gun Choice|1
Arcane Gun					KEY:Arcane Gun ~ Display				CATEGORY:Special Ability	TYPE:SpecialAttack.Supernatural																																																																																																										DESC:The spellslinger gains the Exotic Weapon Proficiency (firearms) feat, and one or two of his firearms can be arcane guns. Arcane guns are normal one-handed or two-handed firearms in the hands of others, as they were normal firearms before the spellslinger imbued them with magic. In a spellslinger's hands, they both fire projectiles (bullets and pellets) and cast magic. At 1st level, the spellslinger decides whether he wants to have one or two arcane guns at a time. If the spellslinger chooses to have only one arcane gun at a time, spells fired Classes through the arcane gun that require an attack roll have a x3 critical hit multiplier.&nl; A spellslinger can cast any ranged touch attack, cone, line, or ray spells through his arcane gun. When he casts through the arcane gun, the gun's enhancement bonus (if any) is a bonus to the spell's attack rolls or to the spell's saving throw DCs. Yet there are dangers inherent to this method. If any of the spells' attack rolls result in a natural 1 (a misfire), or a natural 20 is rolled on any saving throw made against the spell by a target (an overload), the arcane gun gains the broken condition. If the arcane gun already has the broken condition, the gun explodes. When a gun explodes, it lets loose a blast of force, or if the spell has the acid, cold, electricity, or sonic descriptor, it deals that type of energy damage instead. In the case of spells with multiple descriptors, roll randomly among the descriptors to determine the type of damage dealt by the blast. The blast is centered on a single intersection within the spellslinger's space (spellslinger's choice) and deals 1d6 points of the appropriate energy damage or force damage per level of the spell cast. Any creature within the blast other than the spellslinger can make a Reflex saving throw to halve the damage. The Reflex save DC is calculated using the spell level of the spell being sacrificed.&nl; A spellslinger can attune his arcane guns at the start of each day. That attunement lasts until the spellslinger attunes to a new gun, even if a formally attuned gun is destroyed.&nl;Spellslinger Choice %1.&nl; This ability replaces arcane bond.|%LIST	STACK:NO	MULT:YES	CHOOSE:STRING|One Gun|Two Guns	AUTO:FEAT|Exotic Weapon Proficiency (Firearms)
Gunsmith					KEY:Gunsmith ~ Spellslinger				CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																												DESC:The spellslinger gains the Gunsmithing feat and a battered gun that is identical to the gun a Gunslinger (see page 9) gains at first level. If the spellslinger chooses the ability to attune two arcane guns, he still only starts out with one gun. Like a Gunslinger, a spellslinger can use the Gunsmithing feat to restore his battered gun.&nl; This ability replaces Scribe Scroll.
Mage Bullets				KEY:Mage Bullets ~ Spellslinger			CATEGORY:Special Ability	TYPE:SpecialAttack.Supernatural																																																																																																										DESC:A spellslinger is adept at transferring spell energy into his arcane gun attacks. As a swift action, he can sacrifice a spell and transform that energy into a weapon bonus equal to the level of the spell sacrificed on a single barrel of his firearm. With that weapon bonus the spellslinger can apply any of the following to his arcane bond: enhancement bonuses (up to +5) and dancing, defending, distance, flaming, flaming burst, frost, ghost touch, icy burst, merciful, seeking, shock, shocking burst, spell storing, thundering, vicious, and wounding. An arcane gun gains no benefit from having two of the same weapon special abilities on the same barrel. The effect of the mage bullets ability lasts for a number of minutes equal to the level of the spell sacrificed, or until this ability is used again to assign the barrel different enhancements.&nl; This ability replaces cantrips, but the spellslinger gains the detect magic and read magic cantrips and places them in his spellbook. He can cast either of these as 1st-level spells.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		SPELLKNOWN:CLASS|Wizard=1|Detect Magic,Read Magic
School of the Gun				KEY:School of the Gun ~ Spellslinger		CATEGORY:Special Ability																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			BONUS:ABILITYPOOL|Spellslinger Opposition School Choice|4
School of the Gun				KEY:School of the Gun ~ Display			CATEGORY:Special Ability	TYPE:SpecialQuality																																																																																																												DESC:The rigor and care required by arcane guns is so great that a spellslinger forsakes four schools of magic. These opposition schools are chosen at 1st level and cannot be changed later. A spellslinger who prepares a spell from his opposition school must use two spell slots of that level to prepare the spell. In addition, the spellslinger takes a -4 penalty on any skill checks made when crafting a magic item that has a spell from one of his opposition schools as a prerequisite.&nl; Chosen Opposition Schools, %1.&nl; This ability replaces arcane school.|%LIST																																																																																																																																																																																																																																																																															STACK:NO	MULT:YES	CHOOSE:SCHOOLS|ALL


